Player Name,Nation,Overall,Player ID,Player Face URL,Card URL
MUSSO Juan,Argentina,79,214979,https://cdn.sofifa.net/players/214/979/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/214979_en.webp
BALERDI Leonardo,Argentina,81,242835,https://cdn.sofifa.net/players/242/835/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242835_en.webp
TAGLIAFICO Nicolas,Argentina,78,211256,https://cdn.sofifa.net/players/211/256/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/211256_en.webp
MONTIEL Gonzalo,Argentina,78,231340,https://cdn.sofifa.net/players/231/340/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231340_en.webp
PAREDES Leandro,Argentina,78,207439,https://cdn.sofifa.net/players/207/439/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/207439_en.webp
MARTINEZ Lisandro,Argentina,81,239301,https://cdn.sofifa.net/players/239/301/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239301_en.webp
DE PAUL Rodrigo,Argentina,84,212616,https://cdn.sofifa.net/players/212/616/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212616_en.webp
BARCO Valentin,Argentina,75,263370,https://cdn.sofifa.net/players/263/370/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263370_en.webp
ALVAREZ Julian,Argentina,87,246191,https://cdn.sofifa.net/players/246/191/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246191_en.webp
MESSI Lionel,Argentina,86,158023,https://cdn.sofifa.net/players/158/023/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/158023_en.webp
LO CELSO Giovani,Argentina,82,226226,https://cdn.sofifa.net/players/226/226/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226226_en.webp
RULLI Geronimo,Argentina,82,215316,https://cdn.sofifa.net/players/215/316/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215316_en.webp
ROMERO Cristian,Argentina,82,232488,https://cdn.sofifa.net/players/232/488/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232488_en.webp
PALACIOS Exequiel,Argentina,84,231521,https://cdn.sofifa.net/players/231/521/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231521_en.webp
GONZALEZ Nico,Argentina,79,255069,https://cdn.sofifa.net/players/255/069/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255069_en.webp
ALMADA Thiago,Argentina,79,245371,https://cdn.sofifa.net/players/245/371/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245371_en.webp
SIMEONE Giuliano,Argentina,81,253396,https://cdn.sofifa.net/players/253/396/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253396_en.webp
PAZ Nico,Argentina,79,277846,https://cdn.sofifa.net/players/277/846/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277846_en.webp
OTAMENDI Nicolas,Argentina,82,192366,https://cdn.sofifa.net/players/192/366/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/192366_en.webp
MAC ALLISTER Alexis,Argentina,87,239837,https://cdn.sofifa.net/players/239/837/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239837_en.webp
LOPEZ Jose Manuel,Argentina,60,80662,https://cdn.sofifa.net/players/080/662/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/80662_en.webp
MARTINEZ Lautaro,Argentina,88,231478,https://cdn.sofifa.net/players/231/478/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231478_en.webp
MARTINEZ Emiliano,Argentina,85,202811,https://cdn.sofifa.net/players/202/811/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/202811_en.webp
FERNANDEZ Enzo,Argentina,84,247090,https://cdn.sofifa.net/players/247/090/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247090_en.webp
MEDINA Facundo,Argentina,79,236804,https://cdn.sofifa.net/players/236/804/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236804_en.webp
MOLINA Nahuel,Argentina,79,233084,https://cdn.sofifa.net/players/233/084/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233084_en.webp
SAMBA Brice,France,80,204883,https://cdn.sofifa.net/players/204/883/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/204883_en.webp
GUSTO Malo,France,79,259307,https://cdn.sofifa.net/players/259/307/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259307_en.webp
DIGNE Lucas,France,80,200458,https://cdn.sofifa.net/players/200/458/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/200458_en.webp
UPAMECANO Dayot,France,85,229558,https://cdn.sofifa.net/players/229/558/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229558_en.webp
KOUNDE Jules,France,87,241486,https://cdn.sofifa.net/players/241/486/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241486_en.webp
KONE Manu,France,79,250723,https://cdn.sofifa.net/players/250/723/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/250723_en.webp
DEMBELE Ousmane,France,90,231443,https://cdn.sofifa.net/players/231/443/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231443_en.webp
TCHOUAMENI Aurelien,France,84,241637,https://cdn.sofifa.net/players/241/637/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241637_en.webp
THURAM Marcus,France,81,247246,https://cdn.sofifa.net/players/247/246/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247246_en.webp
MBAPPE Kylian,France,91,231747,https://cdn.sofifa.net/players/231/747/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231747_en.webp
OLISE Michael,France,86,247827,https://cdn.sofifa.net/players/247/827/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247827_en.webp
BARCOLA Bradley,France,84,264652,https://cdn.sofifa.net/players/264/652/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264652_en.webp
KANTE Ngolo,France,85,215914,https://cdn.sofifa.net/players/215/914/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215914_en.webp
RABIOT Adrien,France,83,210008,https://cdn.sofifa.net/players/210/008/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210008_en.webp
KONATE Ibrahima,France,86,237678,https://cdn.sofifa.net/players/237/678/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237678_en.webp
MAIGNAN Mike,France,87,215698,https://cdn.sofifa.net/players/215/698/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215698_en.webp
SALIBA William,France,87,243715,https://cdn.sofifa.net/players/243/715/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243715_en.webp
ZAIRE-EMERY Warren,France,80,270673,https://cdn.sofifa.net/players/270/673/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270673_en.webp
HERNANDEZ Theo,France,84,232656,https://cdn.sofifa.net/players/232/656/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232656_en.webp
DOUE Desire,France,85,271421,https://cdn.sofifa.net/players/271/421/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271421_en.webp
HERNANDEZ Lucas,France,81,220814,https://cdn.sofifa.net/players/220/814/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220814_en.webp
MATETA Jean-Philippe,France,82,236461,https://cdn.sofifa.net/players/236/461/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236461_en.webp
RISSER Robin,France,72,271918,https://cdn.sofifa.net/players/271/918/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271918_en.webp
CHERKI Rayan,France,81,251570,https://cdn.sofifa.net/players/251/570/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251570_en.webp
AKLIOUCHE Maghnes,France,80,264862,https://cdn.sofifa.net/players/264/862/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264862_en.webp
LACROIX Maxence,France,79,244067,https://cdn.sofifa.net/players/244/067/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244067_en.webp
RAYA David,Spain,87,220901,https://cdn.sofifa.net/players/220/901/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220901_en.webp
PUBILL Marc,Spain,73,266039,https://cdn.sofifa.net/players/266/039/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/266039_en.webp
GRIMALDO Alex,Spain,84,210035,https://cdn.sofifa.net/players/210/035/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210035_en.webp
GARCIA Eric,Spain,79,245037,https://cdn.sofifa.net/players/245/037/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245037_en.webp
LLORENTE Marcos,Spain,84,226161,https://cdn.sofifa.net/players/226/161/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226161_en.webp
MERINO Mikel,Spain,83,225193,https://cdn.sofifa.net/players/225/193/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225193_en.webp
TORRES Ferran,Spain,83,241461,https://cdn.sofifa.net/players/241/461/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241461_en.webp
RUIZ Fabian,Spain,85,226271,https://cdn.sofifa.net/players/226/271/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226271_en.webp
GAVI,Spain,83,264240,https://cdn.sofifa.net/players/264/240/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264240_en.webp
OLMO Dani,Spain,85,244260,https://cdn.sofifa.net/players/244/260/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244260_en.webp
PINO Yeremy,Spain,80,259377,https://cdn.sofifa.net/players/259/377/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259377_en.webp
PORRO Pedro,Spain,82,243576,https://cdn.sofifa.net/players/243/576/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243576_en.webp
GARCIA Joan,Spain,83,259532,https://cdn.sofifa.net/players/259/532/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259532_en.webp
LAPORTE Aymeric,Spain,82,212218,https://cdn.sofifa.net/players/212/218/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212218_en.webp
BAENA Alex,Spain,84,257279,https://cdn.sofifa.net/players/257/279/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257279_en.webp
RODRI,Spain,90,231866,https://cdn.sofifa.net/players/231/866/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231866_en.webp
WILLIAMS Nico,Spain,86,256516,https://cdn.sofifa.net/players/256/516/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256516_en.webp
ZUBIMENDI Martin,Spain,83,248148,https://cdn.sofifa.net/players/248/148/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248148_en.webp
YAMAL Lamine,Spain,89,277643,https://cdn.sofifa.net/players/277/643/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277643_en.webp
PEDRI,Spain,89,251854,https://cdn.sofifa.net/players/251/854/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251854_en.webp
OYARZABAL Mikel,Spain,82,230142,https://cdn.sofifa.net/players/230/142/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/230142_en.webp
CUBARSI Pau,Spain,82,278046,https://cdn.sofifa.net/players/278/046/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278046_en.webp
SIMON Unai,Spain,85,230869,https://cdn.sofifa.net/players/230/869/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/230869_en.webp
CUCURELLA Marc,Spain,84,239231,https://cdn.sofifa.net/players/239/231/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239231_en.webp
MUNOZ Victor,Spain,65,76042,https://cdn.sofifa.net/players/076/042/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76042_en.webp
IGLESIAS Borja,Spain,80,224179,https://cdn.sofifa.net/players/224/179/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224179_en.webp
PICKFORD Jordan,England,84,204935,https://cdn.sofifa.net/players/204/935/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/204935_en.webp
KONSA Ezri,England,82,227678,https://cdn.sofifa.net/players/227/678/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227678_en.webp
OREILLY Nico,England,73,277427,https://cdn.sofifa.net/players/277/427/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277427_en.webp
RICE Declan,England,87,234378,https://cdn.sofifa.net/players/234/378/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234378_en.webp
STONES John,England,82,203574,https://cdn.sofifa.net/players/203/574/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/203574_en.webp
GUEHI Marc,England,84,239231,https://cdn.sofifa.net/players/239/231/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239231_en.webp
SAKA Bukayo,England,88,246669,https://cdn.sofifa.net/players/246/669/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/246669_en.webp
ANDERSON Elliot,England,80,254243,https://cdn.sofifa.net/players/254/243/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254243_en.webp
KANE Harry,England,89,202126,https://cdn.sofifa.net/players/202/126/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/202126_en.webp
BELLINGHAM Jude,England,90,252371,https://cdn.sofifa.net/players/252/371/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252371_en.webp
RASHFORD Marcus,England,80,231677,https://cdn.sofifa.net/players/231/677/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231677_en.webp
LIVRAMENTO Tino,England,80,262118,https://cdn.sofifa.net/players/262/118/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262118_en.webp
HENDERSON Dean,England,81,233306,https://cdn.sofifa.net/players/233/306/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233306_en.webp
HENDERSON Jordan,England,79,183711,https://cdn.sofifa.net/players/183/711/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/183711_en.webp
BURN Dan,England,79,198032,https://cdn.sofifa.net/players/198/032/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/198032_en.webp
MAINOO Kobbie,England,77,269136,https://cdn.sofifa.net/players/269/136/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269136_en.webp
ROGERS Morgan,England,82,260247,https://cdn.sofifa.net/players/260/247/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260247_en.webp
GORDON Anthony,England,83,242964,https://cdn.sofifa.net/players/242/964/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242964_en.webp
WATKINS Ollie,England,84,221697,https://cdn.sofifa.net/players/221/697/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/221697_en.webp
MADUEKE Noni,England,80,254796,https://cdn.sofifa.net/players/254/796/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254796_en.webp
EZE Eberechi,England,83,235794,https://cdn.sofifa.net/players/235/794/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235794_en.webp
TONEY Ivan,England,81,212228,https://cdn.sofifa.net/players/212/228/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212228_en.webp
TRAFFORD James,England,76,263063,https://cdn.sofifa.net/players/263/063/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263063_en.webp
JAMES Reece,England,81,238074,https://cdn.sofifa.net/players/238/074/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238074_en.webp
SPENCE Djed,England,78,243702,https://cdn.sofifa.net/players/243/702/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243702_en.webp
QUANSAH Jarell,England,75,273651,https://cdn.sofifa.net/players/273/651/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273651_en.webp
ALISSON,Brazil,70,77883,https://cdn.sofifa.net/players/077/883/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77883_en.webp
WESLEY,Brazil,77,80170,https://cdn.sofifa.net/players/080/170/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/80170_en.webp
GABRIEL MAGALHAES,Brazil,88,232580,https://cdn.sofifa.net/players/232/580/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232580_en.webp
MARQUINHOS,Brazil,87,207865,https://cdn.sofifa.net/players/207/865/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/207865_en.webp
CASEMIRO,Brazil,80,200145,https://cdn.sofifa.net/players/200/145/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/200145_en.webp
ALEX SANDRO,Brazil,84,257279,https://cdn.sofifa.net/players/257/279/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257279_en.webp
VINICIUS JUNIOR,Brazil,89,238794,https://cdn.sofifa.net/players/238/794/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238794_en.webp
BRUNO GUIMARAES,Brazil,86,247851,https://cdn.sofifa.net/players/247/851/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247851_en.webp
MATHEUS CUNHA,Brazil,83,240243,https://cdn.sofifa.net/players/240/243/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240243_en.webp
NEYMAR JR,Brazil,89,238794,https://cdn.sofifa.net/players/238/794/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238794_en.webp
RAPHINHA,Brazil,89,233419,https://cdn.sofifa.net/players/233/419/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233419_en.webp
WEVERTON,Brazil,N/A,N/A,N/A,N/A
DANILO,Brazil,68,216283,https://cdn.sofifa.net/players/216/283/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/216283_en.webp
BREMER,Brazil,85,239580,https://cdn.sofifa.net/players/239/580/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239580_en.webp
LEO PEREIRA,Brazil,75,233061,https://cdn.sofifa.net/players/233/061/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233061_en.webp
DOUGLAS SANTOS,Brazil,80,236499,https://cdn.sofifa.net/players/236/499/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236499_en.webp
FABINHO,Brazil,82,209499,https://cdn.sofifa.net/players/209/499/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/209499_en.webp
DANILO SANTOS,Brazil,79,227890,https://cdn.sofifa.net/players/227/890/26_120.png,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227890_en.webp
